epoch,acc,loss,val_acc,val_loss
0,0.211635646488,2.10134138821,0.249651648883,1.92137298316
1,0.251900242417,1.87341831327,0.308174640044,1.69811955763
2,0.316405768527,1.72512571804,0.224105898767,1.90917117032
3,0.360861169307,1.62287868512,0.428239665638,1.4998788796
4,0.393935658816,1.55323369976,0.463074779405,1.4042356393
5,0.414026870474,1.50887148663,0.467719461245,1.40337237324
6,0.433049837718,1.46223204082,0.456804459005,1.45575783943
7,0.444060972083,1.43799773086,0.519507663767,1.28755769772
8,0.457537285882,1.40913333586,0.454017649805,1.39363404257
9,0.466247586181,1.38532824343,0.533209475262,1.21818151565
10,0.475985044581,1.36533740863,0.533906177538,1.22139194158
11,0.484366654326,1.34707097469,0.518810961477,1.40075071474
12,0.492131969276,1.329774411,0.548769159534,1.18459338783
13,0.492460659849,1.32271615918,0.575011611718,1.12492372311
14,0.50577262829,1.30609388642,0.58035299582,1.12950115701
15,0.501663996053,1.30168571064,0.461681374867,1.53046524087
16,0.512631233596,1.28225286489,0.584068741402,1.10775904405
17,0.510002469722,1.28423576663,0.598002787031,1.06615876387
18,0.51472944657,1.27682879369,0.529493729693,1.26872153754
19,0.517523316473,1.26617705582,0.58151416628,1.12503249148
20,0.520933481247,1.26217000308,0.557361820826,1.17482571241
21,0.523275401663,1.25036004667,0.585462145843,1.11887720602
22,0.530670939659,1.24511365467,0.591267998142,1.07923832894
23,0.528000328693,1.2424321783,0.603576405127,1.05943510159
24,0.533382636935,1.2299427161,0.599628428934,1.06509869689
25,0.537861046043,1.22487646147,0.572921504877,1.13107300613
26,0.536710629029,1.21488859293,0.605898746047,1.04560094305
27,0.53719652231,1.2186474312,0.559684161856,1.17086105595
28,0.541944513026,1.2160386568,0.588248955057,1.07840689581
29,0.544352684999,1.20607349941,0.573850441466,1.16763928797
30,0.543325526912,1.20181844989,0.6216906643,1.01123638193
31,0.546037224218,1.19665649079,0.596841616571,1.04554059834
32,0.552980812685,1.17832334569,0.601718532364,1.04429848494
33,0.549899338491,1.18387165626,0.615188109836,1.0348158458
34,0.557582480773,1.1733785388,0.602647468648,1.05569306635
35,0.554583179274,1.1820237819,0.617045982364,1.02698084232
36,0.551953654626,1.17276542889,0.624941941698,0.994977805485
37,0.55750030814,1.16863935698,0.604273107431,1.05101719171
38,0.556308804796,1.16269164811,0.599628425564,1.04661270197
39,0.56189654465,1.15924455461,0.61309800341,1.00502894487
40,0.562019803622,1.15446038848,0.565490013906,1.16999944885
41,0.566580385365,1.14961301071,0.625870877956,0.974516674025
42,0.56267718478,1.15368025913,0.616813748258,1.02125728579
43,0.56703233495,1.1445866493,0.601021830226,1.04334393879
44,0.565388882031,1.1491253585,0.583836507199,1.07582118447
45,0.566683070866,1.13993683465,0.623084068741,0.985802850223
46,0.568494278434,1.13856338722,0.620297259748,0.993605088368
47,0.577303915541,1.12922091573,0.631908964236,0.973369826287
48,0.57405809604,1.1314630774,0.625406409882,0.970821219076
49,0.572702247407,1.13519625938,0.61936832327,1.01469766457
50,0.580056699122,1.11668222378,0.626103112048,0.981109926521
51,0.577016311266,1.1271324722,0.631444496163,0.976609096159
52,0.575455031001,1.12186959166,0.611936832548,1.00931539466
53,0.578125,1.11597744264,0.615884812112,0.997421761861
54,0.577673499648,1.11741569329,0.602183000478,1.04283829157
55,0.578331073566,1.11790745716,0.64305620065,0.961033223731
56,0.580467562358,1.10379406574,0.606363214134,1.04834290299
57,0.583220345949,1.11412339873,0.628193218875,0.980305021993
58,0.581494720422,1.11052814391,0.61542034372,1.00883013406
59,0.581905583641,1.10243347786,0.627032048305,0.976694494306
60,0.581042770859,1.11214990163,0.591500232248,1.05824713938
61,0.585849870558,1.09922858737,0.637250348351,0.954287491784
62,0.584481627297,1.09933633128,0.643752902926,0.944852128341
63,0.58845805551,1.09621116111,0.606595448323,1.05222667188
64,0.587863100389,1.09127359175,0.61774268464,0.988950038366
65,0.590246107081,1.09409488392,0.637947050738,0.974504967484
66,0.59123217881,1.08841964461,0.614259173468,1.01980270782
67,0.590903488221,1.08710000435,0.644681839405,0.935739471754
68,0.594519084624,1.08177857048,0.636785880278,0.957645723668
69,0.590903488243,1.09202477346,0.628889921151,0.982466239017
70,0.589835243838,1.0882601959,0.630515559684,0.961435715819
71,0.592711286427,1.08126151136,0.643288434853,0.939716626919
72,0.599286417323,1.07825716837,0.571528100325,1.11015112324
73,0.592491973283,1.07320662375,0.638875987106,0.941717676933
74,0.591643042057,1.08532206551,0.598002786948,1.02046600232
75,0.599942479163,1.07474016844,0.62169066419,0.989516768409
76,0.60027116973,1.06853157618,0.651648862164,0.927119175944
77,0.595012120509,1.08003240928,0.645843009837,0.932509271034
78,0.598340112574,1.07148673411,0.638179284913,0.94454306843
79,0.60031225606,1.06737123561,0.640966093933,0.944163435844
80,0.601216155122,1.0659923344,0.609614491407,1.01937240653
81,0.596902091291,1.06829838007,0.646307477938,0.944056806595
82,0.604544147256,1.05271902086,0.646771946232,0.94539006505
83,0.597892060367,1.06777520114,0.643288434964,0.937150635223
84,0.605375812941,1.05127791134,0.65002322352,0.936538398183
85,0.603229384952,1.05562391927,0.624013005109,0.982406299335
86,0.604626319874,1.04655837994,0.641430562007,0.95270269215
87,0.606351945447,1.05367306596,0.623548537036,0.984995112827
88,0.600188997093,1.05777748607,0.642127264393,0.93912329831
89,0.60614651384,1.04582162302,0.641895030384,0.952473007907
90,0.608734952143,1.04486484573,0.581281932188,1.11032326743
91,0.602941780662,1.05079688848,0.65466790547,0.924410260837
92,0.607009326576,1.04369357461,0.653042266715,0.924564916037
