epoch,acc,loss,val_acc,val_loss
0,0.761033333333,0.494256455104,0.79615,0.434348769855
1,0.792694444444,0.443479047606,0.801,0.424679053879
0,0.753072222222,0.504907830281,0.79305,0.454365607071
1,0.789916666667,0.450396088197,0.80035,0.430096605492
2,0.800227777778,0.435590801011,0.81015,0.414267431831
3,0.805488888889,0.427609871377,0.813,0.42519966259
4,0.807594444444,0.422879163864,0.81055,0.413096734047
5,0.802527777778,0.452984674597,0.79085,0.442290850449
6,0.7848,0.587521522013,0.72285,0.622898762512
7,0.526988888889,6.7382241094,0.50325,8.00655855484
8,0.499372222222,8.06693137631,0.50335,8.00505212173
0,0.752,0.506915807973,0.7934,0.441001974583
0,0.75525,0.502471014478,0.76965,0.491325717831
1,0.793166666667,0.445622481039,0.8047,0.429933260536
2,0.803338888889,0.430564844184,0.81385,0.409239392853
3,0.802755555556,0.542461620755,0.7884,0.908378143311
4,0.659238888889,3.33060598602,0.49575,8.0380546051
0,0.677827777778,0.60166998193,0.7385,0.527915535164
1,0.747311111111,0.516484854497,0.76955,0.481005101204
2,0.763738888889,0.490693381733,0.7755,0.469311124516
0,0.772672222222,0.475662093798,0.8017,0.428208486938
0,0.772227777778,0.474793643771,0.80345,0.430624954796
1,0.803433333333,0.425572669962,0.8114,0.410374433517
2,0.815211111111,0.405119249301,0.8201,0.397621651459
3,0.822144444444,0.391995562506,0.81285,0.396948053169
4,0.827266666667,0.381733204206,0.8259,0.385850886059
5,0.833038888889,0.37293799404,0.82885,0.387471462822
6,0.836927777778,0.36424796577,0.82615,0.385488968086
7,0.841205555556,0.357563255109,0.828,0.386743135262
8,0.843888888889,0.351589513058,0.8272,0.393713801956
9,0.847655555556,0.344859234704,0.8212,0.408136802769
10,0.850466666667,0.339566155042,0.8266,0.403716628933
0,0.771972222222,0.477309905465,0.8068,0.419583853436
1,0.802472222222,0.42586503973,0.81665,0.404427635765
2,0.813588888889,0.406317571322,0.8231,0.395664653206
3,0.82205,0.392260685756,0.8227,0.393265577602
4,0.827488888889,0.381573892932,0.8305,0.383953260756
5,0.833288888889,0.37244463662,0.81925,0.39790572648
6,0.836861111111,0.36473369804,0.8259,0.404393745613
7,0.841272222222,0.358385704486,0.8312,0.384568804073
8,0.843277777778,0.351453586541,0.82905,0.380374527168
9,0.847061111111,0.345213977443,0.83025,0.396263719368
10,0.849688888889,0.340173832168,0.82735,0.386935235596
11,0.853522222222,0.334070650514,0.8263,0.392037995911
12,0.854811111111,0.329938849952,0.82235,0.405154674435
0,0.773116666667,0.475203462293,0.8007,0.424450415039
1,0.804883333333,0.424167087894,0.8143,0.407550684643
2,0.815188888889,0.404734183645,0.81025,0.410480942535
3,0.822477777778,0.391058261405,0.8079,0.414910983658
4,0.828727777778,0.380876084169,0.8274,0.390257072449
5,0.833594444444,0.37151268177,0.82875,0.390191889095
6,0.837744444444,0.364263981522,0.81815,0.403330375099
7,0.842127777778,0.356021312989,0.8284,0.383621114731
8,0.844444444444,0.350373161438,0.8255,0.399110236454
9,0.847611111111,0.343942945051,0.8329,0.383811697578
10,0.851138888889,0.339296029909,0.8291,0.403371060753
11,0.852777777778,0.334092010768,0.8316,0.384660322094
12,0.854288888889,0.33061580667,0.8336,0.396735377502
13,0.857861111111,0.324986049324,0.8305,0.388857917213
14,0.860316666667,0.319873996311,0.82695,0.392940899277
15,0.861461111111,0.317738746346,0.82935,0.427297281265
16,0.862211111111,0.313985735758,0.831,0.404337366867
17,0.86425,0.310217715422,0.8302,0.391155887604
0,0.773888888889,0.474417314159,0.80345,0.444177798367
1,0.803261111111,0.424610340871,0.81085,0.422506805897
2,0.8149,0.404690283585,0.81985,0.39864867177
3,0.822105555556,0.391047330681,0.8227,0.39341663084
4,0.827855555556,0.381648219829,0.82435,0.385627062702
5,0.832816666667,0.371700609038,0.82925,0.39068037138
6,0.836305555556,0.365087646209,0.8288,0.391021145201
7,0.840411111111,0.35747886982,0.8284,0.380473065186
8,0.844944444444,0.351259644583,0.82545,0.39480237031
9,0.847411111111,0.345375735548,0.83095,0.387110074043
10,0.850416666667,0.339265613884,0.83035,0.382617491293
11,0.852522222222,0.335276367161,0.82385,0.407824743271
12,0.855361111111,0.331599294376,0.8292,0.398682745361
13,0.857127777778,0.326579977719,0.83075,0.393912886429
14,0.858761111111,0.323340733899,0.82925,0.390555700541
0,0.771794444444,0.47580540053,0.8046,0.430106741238
1,0.802866666667,0.42540029796,0.81,0.419935545444
2,0.814033333333,0.405654728476,0.8107,0.428177466011
3,0.822283333333,0.39158361134,0.8218,0.39750491581
4,0.828383333333,0.38095330183,0.81865,0.425650924301
5,0.833122222222,0.371517810059,0.82205,0.391241121864
6,0.838722222222,0.363826425574,0.8265,0.400601134491
7,0.841822222222,0.356365034209,0.8291,0.403364694405
8,0.843666666667,0.351006199381,0.8275,0.394290411854
9,0.848438888889,0.344010823059,0.82805,0.386181917763
10,0.849444444444,0.339745157475,0.82335,0.396097697592
11,0.853438888889,0.333829814053,0.8258,0.408538684273
12,0.854955555556,0.329826957968,0.82335,0.406606263733
0,0.772544444444,0.475001974969,0.8069,0.423270735264
1,0.803144444444,0.425248061938,0.80515,0.41734172039
2,0.814605555556,0.40551761695,0.80425,0.426308240509
3,0.821994444444,0.392189033079,0.8194,0.400702079773
4,0.829216666667,0.380603562726,0.8258,0.385874843216
5,0.833272222222,0.371894580597,0.82365,0.4021304245
6,0.837022222222,0.3649260682,0.83005,0.379666259384
7,0.841638888889,0.356805447282,0.829,0.380369867134
8,0.844222222222,0.350623646874,0.82875,0.388272144794
9,0.84815,0.344638338285,0.82785,0.385388234043
10,0.850605555556,0.339479262929,0.81385,0.433393730927
11,0.853816666667,0.33401726114,0.8292,0.399184986115
0,0.770961111111,0.476315781169,0.7907,0.438679841089
1,0.80485,0.424237469048,0.8027,0.428369892502
2,0.81595,0.404503185426,0.8085,0.419188161087
3,0.823077777778,0.390206925154,0.8176,0.401776481533
4,0.828222222222,0.379791912842,0.81895,0.394913781977
5,0.833933333333,0.371142927154,0.8249,0.397415619659
6,0.837477777778,0.363867340877,0.82545,0.395954854536
7,0.840916666667,0.356703713915,0.82775,0.390393231297
8,0.843944444444,0.350530924967,0.82695,0.388918797302
9,0.84765,0.344623606828,0.8283,0.4011975317
10,0.850122222222,0.339301388555,0.82865,0.407717074919
11,0.853272222222,0.334149957657,0.8233,0.399969484806
12,0.855688888889,0.329900592539,0.82755,0.415985259771
13,0.857355555556,0.324537109391,0.8265,0.419964328527
14,0.860683333333,0.31978138805,0.82265,0.416267863512
15,0.85965,0.318239658006,0.8242,0.417149182987
0,0.773083333333,0.475002969191,0.78585,0.452869942379
1,0.802977777778,0.424895317035,0.80615,0.419221837378
2,0.815772222222,0.40471880632,0.7937,0.452894299316
3,0.822972222222,0.391288890203,0.8149,0.403495452404
