epoch,acc,loss,val_acc,val_loss
0,0.937261203293,0.184355280954,0.780733333397,0.545354742893
0,0.40000000596,0.696831047535,0.5061,0.692591385841
0,0.20000000298,0.69556248188,0.5057,0.692648503399
0,0.600000023842,0.692605793476,0.50805,0.692481895638
0,0.40000000596,0.693316698074,0.5081,0.692812505722
1,0.600000023842,0.685339748859,0.5046,0.692421562195
0,0.761208333333,0.493189296299,0.79125,0.458319806385
1,0.810930555556,0.413522437043,0.7954,0.445640751123
0,0.759701388889,0.493307825565,0.7889,0.454914152765
1,0.810868055556,0.41427620252,0.79515,0.449453460693
2,0.828076388889,0.378901460648,0.7961,0.457191655445
3,0.843923611111,0.347828669177,0.7927,0.462358294487
4,0.858368055556,0.319978695366,0.7927,0.495948112631
5,0.871701388889,0.293932594087,0.78445,0.52087697258
6,0.882493055556,0.271667153888,0.78325,0.569536879349
7,0.892048611111,0.249533911705,0.77855,0.624762911797
0,0.761243055556,0.494017849525,0.79025,0.453624081898
1,0.811777777778,0.414593728701,0.7962,0.445476727867
2,0.8315625,0.376018138117,0.79785,0.449832343531
3,0.847368055556,0.344771126032,0.79135,0.473760756588
4,0.861770833333,0.315988108688,0.79215,0.50053084631
5,0.873604166667,0.291588937283,0.78515,0.52722960825
6,0.884,0.268059012307,0.78195,0.577783619499
7,0.894145833333,0.246092751953,0.77645,0.659319853401
0,0.760708333333,0.492967524793,0.7914,0.462181579113
1,0.812541666667,0.413214360634,0.79845,0.442081570864
2,0.830979166667,0.375327201419,0.79735,0.450622964191
3,0.847458333333,0.342373231623,0.7961,0.466422687531
4,0.861826388889,0.315263136016,0.7939,0.495646647024
5,0.874326388889,0.289981957144,0.786,0.515087775612
6,0.885069444444,0.266237803009,0.7835,0.562537322044
0,0.761673611111,0.490979217582,0.7886,0.453014194393
1,0.813652777778,0.410673900869,0.79415,0.443782369614
2,0.831916666667,0.372864025063,0.7949,0.449244810772
3,0.847791666667,0.341823152966,0.79365,0.469355635881
4,0.861805555556,0.314231267691,0.79105,0.502099035072
5,0.874201388889,0.289039314402,0.7863,0.539650853252
6,0.884840277778,0.266338708864,0.78605,0.59007467556
7,0.894694444444,0.245103471703,0.7815,0.614052644157
0,0.760444444444,0.493619993793,0.788,0.454326497269
1,0.811409722222,0.414102645026,0.79465,0.44667340498
2,0.829236111111,0.377493326108,0.79635,0.448267394924
3,0.845395833333,0.345614626805,0.79305,0.469333139229
4,0.859708333333,0.316946335369,0.79195,0.502798172951
5,0.874048611111,0.290514376111,0.7893,0.538041686821
6,0.883701388889,0.268164171643,0.7867,0.573670646095
7,0.893722222222,0.246901317239,0.78315,0.648628730392
0,0.76405,0.48902872901,0.795875,0.441238828659
1,0.8106375,0.414224224472,0.7999,0.430711501598
2,0.8294875,0.377982993507,0.8022,0.439726559353
3,0.8438875,0.34854429369,0.799825,0.457743336868
4,0.8584625,0.320128619266,0.79195,0.475163500977
5,0.87003125,0.296561301255,0.787725,0.497152090359
6,0.88138125,0.2734569556,0.78985,0.550165403509
7,0.8918125,0.250792970657,0.784875,0.599848695946
0,0.7642875,0.488959661913,0.79495,0.448877142906
1,0.812475,0.412797875547,0.802325,0.429326371479
2,0.83184375,0.375230991364,0.801175,0.435831100321
3,0.84750625,0.344257762933,0.79715,0.445817281055
4,0.8603125,0.317322215438,0.79435,0.482956220627
5,0.87268125,0.292649605298,0.79035,0.514554578447
6,0.88373125,0.269446392369,0.786425,0.558470155239
0,0.7634875,0.489011260033,0.794375,0.442915720606
1,0.81180625,0.41287455349,0.798175,0.433766069603
2,0.83143125,0.375034915543,0.798725,0.438121752024
3,0.84771875,0.343386798096,0.799425,0.467534876871
4,0.860325,0.316967540812,0.793825,0.490461107349
5,0.87178125,0.293115242672,0.78995,0.513040390015
6,0.88294375,0.271848700976,0.787725,0.565671269512
7,0.89265,0.249306457186,0.781575,0.597809747982
8,0.90040625,0.231281187677,0.782025,0.643853282642
0,0.76266875,0.488914399099,0.792175,0.452408908176
1,0.81260625,0.41260360117,0.796525,0.439553207493
2,0.8315125,0.374436753798,0.79665,0.441179304886
3,0.8474,0.342773625016,0.794225,0.462926027298
4,0.86155625,0.315819357538,0.789475,0.499838669491
5,0.87355,0.29170709877,0.78695,0.524072521019
6,0.8828375,0.2707830405,0.783775,0.555879781055
7,0.89355625,0.249177864361,0.780025,0.617116409683
0,0.7645125,0.486999324942,0.7923,0.449396086407
1,0.8137375,0.410212688255,0.7991,0.438565711784
2,0.83238125,0.372716262722,0.798925,0.44373992033
3,0.84753125,0.342976640248,0.79715,0.463228435898
4,0.8612875,0.316301860738,0.793075,0.486928686714
5,0.8735625,0.291559145951,0.788725,0.53169811821
6,0.88471875,0.267267352629,0.7888,0.565257749939
0,0.76204375,0.491091604424,0.797025,0.443836688519
1,0.8152125,0.408474848557,0.801775,0.428920209789
2,0.83219375,0.373491839075,0.798575,0.439394633102
3,0.84619375,0.345277313662,0.801075,0.458347153187
4,0.85848125,0.320098995233,0.80035,0.472341589832
5,0.8700125,0.296818638539,0.794025,0.494839302015
6,0.880725,0.273026139212,0.7893,0.539023914146
0,0.7631375,0.490935629416,0.790775,0.448780820751
1,0.81401875,0.410068144989,0.8005,0.429480541325
2,0.83214375,0.374888972902,0.8015,0.436457867432
3,0.84656875,0.346922680235,0.797725,0.446878011465
4,0.85811875,0.321457915664,0.795325,0.481586263752
5,0.87025,0.296772300768,0.793825,0.515470491123
6,0.88143125,0.272768295288,0.78725,0.552231494904
7,0.89125625,0.251841031742,0.788075,0.59275024271
0,0.76293125,0.489667372608,0.7942,0.443520866394
1,0.813725,0.409851785088,0.802875,0.428278809595
2,0.8329,0.373263109684,0.80355,0.432860595417
3,0.84698125,0.344572756267,0.801575,0.453857197475
4,0.8593,0.317988882732,0.798,0.483774691677
5,0.8710625,0.294101803613,0.79655,0.517092068291
6,0.88151875,0.2713278054,0.792025,0.573309752941
7,0.8913375,0.249492750287,0.78995,0.59939384141
0,0.76350625,0.489618199539,0.79325,0.448373797798
1,0.8152875,0.406985649204,0.80125,0.437542879009
2,0.8337625,0.3691523458,0.802225,0.439851947975
3,0.84785625,0.341220322132,0.79875,0.452622869301
4,0.85948125,0.316710169673,0.793325,0.471378998661
5,0.87030625,0.294150089169,0.79145,0.504534311104
6,0.88046875,0.273899414992,0.791775,0.550096521282
7,0.8907875,0.25264695363,0.78785,0.598657309532
0,0.76318125,0.489793486977,0.795,0.444347016621
1,0.81579375,0.406616907787,0.80135,0.433799681282
2,0.833425,0.371145084572,0.801125,0.437766768122
3,0.84746875,0.343458041477,0.800275,0.450597778511
4,0.8599,0.317607433152,0.7979,0.475266169786
5,0.87169375,0.293449707484,0.78945,0.520784058094
6,0.88244375,0.270762958288,0.789525,0.550389361095
0,0.766316666667,0.485965002754,0.7954,0.440168447971
1,0.815577777778,0.40697887898,0.8018,0.433377155781
2,0.832227777778,0.373017389006,0.8004,0.435357021332
0,0.761288888889,0.496500871277,0.7897,0.448607396698
1,0.803694444444,0.42944232697,0.801,0.430377149773
2,0.815816666667,0.408004393366,0.79995,0.432177948952
3,0.823505555556,0.394502449375,0.80005,0.430260843277
4,0.830161111111,0.382477156157,0.8018,0.431073883724
5,0.835655555556,0.371938629007,0.80605,0.422725017929
6,0.841822222222,0.363077138254,0.80855,0.427021641541
7,0.845655555556,0.354477457968,0.80965,0.421108648777
8,0.850111111111,0.346014473279,0.8082,0.424615058136
9,0.854333333333,0.338948534632,0.80625,0.429936424065
10,0.858494444444,0.330897101222,0.8064,0.447741934967
0,0.759477777778,0.498886706077,0.7941,0.451761247587
1,0.801205555556,0.432416827456,0.8049,0.431148362255
2,0.814983333333,0.408852165201,0.80865,0.417818963718
3,0.822827777778,0.393836016019,0.81485,0.41288381691
4,0.829994444444,0.381921935897,0.8144,0.410904156637
5,0.835533333333,0.371625463115,0.81235,0.438356679153
6,0.841388888889,0.361696224721,0.81825,0.412093430614
7,0.846683333333,0.353496874184,0.81625,0.410995199394
8,0.850683333333,0.345810031366,0.80425,0.442347238636
9,0.854388888889,0.338111366261,0.8035,0.42837610302
0,0.759238888889,0.498289583614,0.78585,0.459422856331
1,0.803788888889,0.429484864542,0.8026,0.431782323265
2,0.815938888889,0.407575783661,0.8052,0.426288229752
3,0.823838888889,0.393601662646,0.8097,0.418870936966
4,0.830027777778,0.381734011894,0.81085,0.419690563774
5,0.835666666667,0.371905150811,0.80715,0.43118646841
6,0.841766666667,0.362003084283,0.8067,0.423384729481
7,0.845761111111,0.35368688932,0.8135,0.415869978142
8,0.850305555556,0.345895004241,0.8111,0.432354614735
9,0.854388888889,0.337569776111,0.81085,0.425821195221
10,0.858805555556,0.330481173346,0.80645,0.439015646553
0,0.759944444444,0.496075572851,0.78515,0.460734598255
1,0.803311111111,0.429849004353,0.80445,0.42855376358
2,0.8153,0.408221641053,0.80305,0.420712499523
3,0.822866666667,0.393988501093,0.80875,0.416791311264
4,0.829805555556,0.38214186724,0.80735,0.420790873718
5,0.836194444444,0.372434576374,0.80815,0.415423884058
6,0.840883333333,0.363297109244,0.80815,0.4215951334
0,0.760205555556,0.497336870342,0.782,0.462056408501
1,0.802238888889,0.429982987881,0.8015,0.432388734436
2,0.81465,0.408030296983,0.8044,0.432604463196
3,0.8237,0.39319097929,0.8105,0.424923759842
4,0.83075,0.381058404975,0.8107,0.418126318836
5,0.837583333333,0.369923146184,0.8115,0.41704750042
6,0.842355555556,0.360014967913,0.81215,0.430771126747
