epoch,RMSE,loss,val_RMSE,val_loss
0,1.02780547783,1.05911187705,0.960753822806,0.924577076444
1,0.924417399694,0.855593410869,0.90429721499,0.819236871673
2,0.875253999643,0.767277281892,0.880231090778,0.776451188149
3,0.848146450828,0.721035299064,0.868687604285,0.756214169784
4,0.829850690435,0.690831709738,0.861781743112,0.744320076212
5,0.817146962708,0.670459263357,0.858574423681,0.738620245645
6,0.807022460311,0.654412156864,0.857182576744,0.736220004678
7,0.79979740167,0.643142790111,0.855727692242,0.733810535364
8,0.794108054542,0.634639571913,0.856000690225,0.734250533758
9,0.789792847858,0.628019386536,0.85320248661,0.729541225365
10,0.786189673155,0.622665096556,0.852415479108,0.728080235709
11,0.78317573125,0.618250394474,0.852724648241,0.728555674579
12,0.780752936799,0.614842824782,0.852726379538,0.728718975793
13,0.778423768604,0.611318294206,0.853052534949,0.72928221004
14,0.776191473818,0.60811104182,0.853543411991,0.73013070077
15,0.774334959585,0.605337960576,0.853493241307,0.729976824091
16,0.773084554727,0.60372540682,0.85504076835,0.732535140192
17,0.771780482584,0.601681643915,0.854315025208,0.731390413926
18,0.77158225676,0.601589548893,0.8543970646,0.731480753744
19,0.770000577291,0.599187715222,0.855721882594,0.733731091307
20,0.769204135854,0.598058583348,0.854041717591,0.730948124585
