epoch,RMSE,loss,val_RMSE,val_loss
0,2.66564698521,9.33468696975,1.93113273376,3.79631435581
1,1.42932044881,2.14906631607,1.07804423195,1.18257811616
2,1.15152589276,1.38110381941,0.982512041984,0.980577470766
3,1.08617103138,1.21875999931,0.957400016724,0.928550911951
4,1.05212557625,1.13627809023,0.947692653022,0.907495168835
5,1.02704432012,1.07646642438,0.942181014222,0.895326483725
6,1.00695642402,1.0304086757,0.936706988808,0.883894476802
7,0.991832591679,0.996480648281,0.933986924492,0.877987637058
8,0.979092359725,0.968859109269,0.929962757548,0.869697954923
9,0.968468001741,0.946848503149,0.926394190559,0.86267806758
10,0.958941915098,0.927011489952,0.924338212648,0.858335637102
11,0.951225206064,0.911552785354,0.920953947288,0.851718172959
12,0.943384713795,0.895985077528,0.916883941855,0.844110373272
13,0.93729656946,0.88408697254,0.913742311081,0.838311089352
14,0.931217360179,0.872311008993,0.91038621076,0.831907380759
15,0.925582892093,0.861721507171,0.908452444168,0.828295261532
16,0.920148486481,0.851352433735,0.905032221271,0.821996840183
17,0.915060311134,0.841774482252,0.902929883591,0.81807126558
18,0.910964794477,0.834121598104,0.900305183169,0.813286094046
19,0.905825013634,0.824806815925,0.896680543967,0.806854219056
20,0.901894908971,0.817460376653,0.895665648938,0.804857903645
21,0.898132619104,0.810464449482,0.892611965754,0.799407031546
22,0.893579166861,0.802334131899,0.891084432132,0.79667214035
23,0.890246253735,0.796499759468,0.887436750121,0.790073103336
24,0.887033047052,0.79074130211,0.885241628899,0.786106899601
25,0.883826403309,0.784847804298,0.883630269984,0.7831905218
26,0.881189859036,0.780290660432,0.882375610167,0.781052779331
27,0.878718325163,0.775826968499,0.881303271256,0.779143071357
28,0.876136191119,0.771240253761,0.880366740054,0.777398813028
29,0.873761524851,0.767076316931,0.879894005165,0.776619418997
30,0.871031937934,0.762308536391,0.877583047127,0.772465655719
31,0.869679337991,0.760024674092,0.876873459196,0.771176230081
32,0.86797362218,0.757019704819,0.876191846198,0.769896229143
33,0.866161314756,0.753881116949,0.875250555738,0.768190188148
34,0.865809183647,0.753243446413,0.874210415164,0.766348904551
35,0.863857902384,0.749753235361,0.873040184695,0.764311803104
36,0.862684029394,0.747883175061,0.872924309868,0.764154049738
37,0.861842065526,0.746364205256,0.872830311515,0.764057767499
38,0.860216366583,0.743577300277,0.871974676334,0.762537463292
39,0.859572513713,0.742596281984,0.870924300168,0.760703819555
40,0.858714442665,0.740942387902,0.871013022857,0.760890048051
41,0.858221599761,0.74013631534,0.870811918713,0.76048968562
42,0.85727097815,0.73849168636,0.870883529015,0.760593937853
43,0.856549747909,0.737377943528,0.870443019467,0.759846421769
44,0.856316536262,0.736976581295,0.870812480821,0.760438066904
45,0.855974029704,0.736327154119,0.870585478429,0.75998059195
46,0.854994676293,0.734668180627,0.869967977952,0.758912218864
47,0.854367531756,0.733543571417,0.869784974134,0.758573592345
48,0.854692069697,0.734118309667,0.868455755656,0.75626748377
49,0.85438121389,0.733623655258,0.867994191044,0.755355704081
50,0.853704468679,0.732453214101,0.868586434949,0.756411469642
51,0.853475194408,0.732160371201,0.868691550664,0.756793607545
52,0.853290754474,0.731636437269,0.869196402681,0.757630461533
53,0.853035198873,0.731251601964,0.867775061115,0.755121330941
54,0.852340714035,0.73012923574,0.867331051736,0.754392564343
55,0.852542791811,0.730512086119,0.867641786772,0.754819017806
56,0.852246150929,0.729896712125,0.867411166009,0.75441959139
57,0.851848050039,0.729260705381,0.866694595625,0.753258713193
58,0.851572923656,0.728796412606,0.866371728411,0.752748008006
59,0.850993242752,0.727817444443,0.865726453441,0.751669621743
60,0.851660098667,0.729026262535,0.866309790038,0.752599081327
61,0.850494070417,0.727165275597,0.86629549317,0.752534142215
62,0.850427463072,0.72681694312,0.866206359156,0.752387576453
63,0.850299856258,0.726688841665,0.865269932903,0.750884536883
64,0.8501681683,0.726450502231,0.865500717199,0.751169888963
65,0.850362626652,0.726768101304,0.865361880953,0.750895889206
66,0.849734360457,0.725624316656,0.865278179864,0.750789140665
67,0.849309510007,0.72502051574,0.864885718349,0.750049884557
68,0.84915100343,0.724769750102,0.865355998546,0.75089882273
69,0.849124150579,0.724693832956,0.865115616948,0.75045165504
70,0.849357305778,0.725107417875,0.865704684148,0.751525688144
71,0.849384422757,0.725086107142,0.865787989611,0.751591956447
72,0.848542159663,0.723770237363,0.866445500455,0.752772269726
73,0.848650580877,0.723787798328,0.865095512365,0.750379051781
74,0.848345958072,0.723334465429,0.86460782689,0.74952548325
75,0.84787728776,0.722508893178,0.864645546934,0.749669556526
76,0.84827948336,0.723167120125,0.864982262573,0.750339736235
77,0.848148895004,0.723109722151,0.864480477887,0.749373742561
78,0.848156395447,0.723029775392,0.864600254928,0.749568846136
79,0.847651291543,0.722193378796,0.864566714701,0.749456609457
80,0.847662259918,0.7222067208,0.863946194019,0.748480933589
81,0.848011774531,0.722778726419,0.864046275583,0.748605519026
82,0.84713755901,0.721345247986,0.863608264475,0.74778138954
83,0.847816252101,0.722656411582,0.864278357252,0.74883581408
84,0.846969676568,0.72095407056,0.863919729431,0.748244000291
85,0.847348222899,0.721618282105,0.862863778803,0.746465262684
86,0.846655571951,0.72037104569,0.862803690678,0.746431369572
87,0.846682656334,0.72050851144,0.863330697626,0.747347060581
88,0.846825921905,0.720885438682,0.862761584994,0.746360415922
89,0.846593827276,0.720520068225,0.86328031095,0.747160990293
90,0.846289129843,0.719793453887,0.863491201754,0.747391507942
91,0.84645858734,0.720303578448,0.864043706608,0.748362915147
92,0.846476582657,0.720263926626,0.864014524217,0.748357137345
93,0.846026187638,0.71940930235,0.864096254306,0.748518847455
94,0.845634438319,0.718835041807,0.863633864634,0.747632777483
95,0.845438697087,0.71838073557,0.864248512718,0.748646236722
96,0.846356396362,0.72006476987,0.86413766122,0.748548005446
97,0.84521114898,0.717919024218,0.863176011121,0.746870683477
98,0.845398451433,0.718338456962,0.863307993496,0.747097397006
