epoch,RMSE,loss,val_RMSE,val_loss
0,1.02725966981,1.05788414888,0.961888397888,0.926763198272
1,0.933669111452,0.872750699028,0.911100784862,0.831733714251
2,0.891647889798,0.796173787685,0.886783020916,0.788082677545
3,0.869923639505,0.758165008834,0.875518846716,0.768124099612
4,0.856755594967,0.735733253124,0.868374586622,0.755678103631
5,0.847304769444,0.719912293862,0.863779559541,0.747640709941
6,0.840399836306,0.708451397607,0.860512592128,0.742018673503
7,0.835464975862,0.700359352021,0.85825596286,0.738060128273
8,0.830565319813,0.692401474563,0.855244883379,0.732918597941
9,0.827167176709,0.687027200508,0.853828443754,0.730435655731
10,0.823577533232,0.681152016563,0.853936401728,0.730603714468
11,0.822238682202,0.679165929352,0.853425120861,0.729777958555
12,0.820390929194,0.676237136723,0.852950964415,0.729062287268
13,0.818276125116,0.672782267507,0.85232241842,0.728010048845
14,0.816886249072,0.670729025369,0.851501649758,0.726522133448
15,0.814981926514,0.667805819087,0.851245523599,0.726165460426
16,0.814677828878,0.667386473188,0.851231812278,0.726074292694
17,0.812906625649,0.664604134326,0.850591357476,0.725012890755
18,0.811993333956,0.663239249687,0.850285999589,0.72433143817
19,0.811503712099,0.6625146856,0.849922921588,0.723780585105
20,0.810833464801,0.661384174181,0.849933188059,0.723771164538
21,0.810664376256,0.66114710407,0.8496619203,0.723386785311
22,0.809456434043,0.659259234281,0.850487827294,0.724745519116
23,0.808608676725,0.657989346761,0.850597049319,0.724920351044
24,0.808185526226,0.657364514971,0.851005268085,0.725610732416
25,0.807672440916,0.656790785273,0.851408479982,0.726376065653
26,0.807439379636,0.656299021811,0.851255063024,0.726017316562
27,0.807182361313,0.65605255431,0.852004727565,0.727369279527
28,0.806859452982,0.655496676626,0.852523420569,0.728215197296
29,0.806430879666,0.654735651153,0.852533431408,0.728215713006
30,0.806022559839,0.65412098103,0.85177712951,0.726998537848
31,0.806268685056,0.654491836123,0.851642850598,0.726735596339
