epoch,RMSE,loss,val_RMSE,val_loss
0,1.02680675202,1.05697163193,0.963924582898,0.93067373158
1,0.941722023609,0.887839011039,0.921443098584,0.850693744598
2,0.910204677081,0.829441105239,0.900590642119,0.812751553286
3,0.893837896012,0.800030382125,0.88917959359,0.79228501996
4,0.88455377834,0.78374991982,0.88184051087,0.779291121029
5,0.878528164993,0.773284823315,0.877130321893,0.77096594657
6,0.874890685422,0.767066900784,0.873907772749,0.76534593453
7,0.871985239255,0.762075617704,0.871625211328,0.761301990866
8,0.869771717727,0.758235334679,0.869885664302,0.758253287495
9,0.867750787676,0.754728445847,0.868044840069,0.755042754719
10,0.866524303965,0.752790939356,0.867175618262,0.753498247457
11,0.865445499442,0.750893281343,0.865592834751,0.750726891956
12,0.864130959355,0.748734844827,0.864996093103,0.749741940349
13,0.86291619462,0.746649627112,0.863634528452,0.74741131317
14,0.86234225823,0.745680197433,0.863528020793,0.747258339422
15,0.861772282662,0.744748049027,0.862956009039,0.746260076606
16,0.861026707588,0.743462097747,0.862299116185,0.745212945637
17,0.860844786289,0.743061681244,0.862398347956,0.745339392033
18,0.860649538522,0.742850663883,0.862347752111,0.745177544797
19,0.860681044035,0.742933171378,0.862202344431,0.744915184809
20,0.859687022535,0.741241366366,0.861817207161,0.744289239018
21,0.859528105101,0.740967539592,0.861234544873,0.743271095744
22,0.859300711856,0.740514639086,0.861069470515,0.742989869201
23,0.85898838704,0.740155911956,0.860797245624,0.742536266044
24,0.858777942461,0.739715019504,0.860022272139,0.741207240581
25,0.858465568959,0.739320095093,0.860205631294,0.741558078263
26,0.858790440037,0.739681843606,0.859820752909,0.740885717569
27,0.858329627162,0.739050027585,0.859203771639,0.739787262888
28,0.857823800723,0.73820762252,0.859101855188,0.739686117349
29,0.858400161196,0.739202112458,0.859310182257,0.740045050367
30,0.858317342949,0.739092671731,0.858992897752,0.73950600222
31,0.858109311257,0.738729503399,0.859371578797,0.740107408966
32,0.857983026169,0.738455472538,0.858818229238,0.739113883226
33,0.857760893134,0.738052606978,0.858696681696,0.738938592715
34,0.857576407471,0.737852905674,0.85880680805,0.739142228112
35,0.857542482828,0.737718960194,0.858629597321,0.738823126145
36,0.857292153481,0.737296864752,0.858018488298,0.737792993489
37,0.857166920024,0.737257749497,0.858287812279,0.738261860216
38,0.857129305417,0.737127259605,0.857999679572,0.737756639577
39,0.857389007774,0.737583172855,0.858119104343,0.737945367415
40,0.857583065293,0.7378606457,0.858217718866,0.738118543401
41,0.856756640916,0.736392900126,0.857904769922,0.737520194872
42,0.85741701344,0.7376553138,0.85811388221,0.737941090591
43,0.857134829001,0.737163110272,0.858025849846,0.737858867331
44,0.856988454214,0.736902841943,0.857558905396,0.737027249769
45,0.856685239769,0.736497598981,0.857355888863,0.736670229856
46,0.8569923353,0.736934196426,0.857779144313,0.737343402866
47,0.856460304612,0.736041384539,0.858519106073,0.738695996041
48,0.856626373792,0.736279502379,0.857571020082,0.737061814118
49,0.856851249705,0.736626555281,0.85788668946,0.737632156405
50,0.856419629706,0.735986882061,0.857357660358,0.736783867545
51,0.856529764927,0.736147815251,0.85775105714,0.737415469227
52,0.856599441549,0.736254794762,0.858245280262,0.738200039668
53,0.856655826678,0.736320494055,0.858151583476,0.738012762504
54,0.856348251208,0.735764118748,0.858336441331,0.738366365042
55,0.856617236155,0.736236186217,0.858621326946,0.738871959471
